,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,passage,tags,type
1143,1143,1143,1143,1143,"Massively Scale Contact Tracing and Isolation and Quarantine. When a new case of COVID-19 is diagnosed, the patient should be isolated either at home or in a hospital, depending on the level of care he or she requires. Current CDC guidelines recommend seven days of isolation.15 Home isolation can be enforced using technology such as GPS tracking on cell phone apps. Also, the close contacts of confirmed cases (as defined by the CDC16) should be quarantined and monitored daily for 14 days. Monitoring of international travelers is also recommended.17 To scale these interventions to accommodate thousands of daily cases and tens of thousands of daily contacts, public-health infrastructure will need to be dramatically scaled up throughout the country, in coordination with the improving capacity of health care providers to prevent, diagnose, and treat COVID-19 cases.
","[{'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 81, 'end_span': 89}, {'text': 'GPS', 'sem_type': 'autosomal recessive disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0111044', 'start_span': 335, 'end_span': 338}, {'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 857, 'end_span': 865}]",coronavirus
1144,1144,1144,1144,1144,"The task force should also be charged with developing and overseeing an initiative to:

1) Surge the existing public-health workforce to conduct case finding and contact tracing;
2)Enable rapid reporting to state, local, and federal health authorities, through the public-health workforce and electronic data sharing from health care providers and labs; and
3)Develop and field a technological approach to enable rapid data entry, reporting, and support for isolation, quarantine, and safe community-based treatment of affected individuals.
",[],coronavirus
1145,1145,1145,1145,1145,"Offer Voluntary Local Isolation and Quarantine. Comfortable, free facilities should be provided for cases and their contacts who prefer local isolation, quarantine, and treatment away from home. For example, a member of a large household may wish to recover in a hotel room that has been repurposed rather than risk infecting family members. Isolation and quarantine away from home should not be mandatory or compelled by force. The Federal Emergency Management Agency is the lead agency tasked with coordinating with state and local jurisdictions to stand up appropriate isolation and quarantine facilities. Field hospitals, dormitories, hotels, and military barracks may be appropriated for this purpose.
",[],coronavirus
1146,1146,1146,1146,1146,"Encourage the Public to Wear Masks. There is emerging evidence that asymptomatic and presymptomatic transmission of COVID-19 is possible,18 which complicates efforts to pursue case-based interventions. To reduce this risk during Phase I, everyone, including people without symptoms, should be encouraged to wear nonmedical fabric face masks while in public.19
","[{'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 116, 'end_span': 124}, {'text': 'face', 'sem_type': 'subdivision of head', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0001456', 'start_span': 330, 'end_span': 334}]",coronavirus
1147,1147,1147,1147,1147,"Face masks will be most effective at slowing the spread of SARS-CoV-2 if they are widely used, because they may help prevent people who are asymptomatically infected from transmitting the disease unknowingly. Face masks are used widely by members of the public in some countries that have successfully managed their outbreaks, including South Korea and Hong Kong.20 The World Health Organization (WHO) recommended members of the public use face masks in the event of a severe influenza pandemic.21
","[{'text': 'Face', 'sem_type': 'subdivision of head', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0001456', 'start_span': 0, 'end_span': 4}, {'text': 'SARS-CoV-2', 'sem_type': 'Severe acute respiratory syndrome-related coronavirus', 'concept_id': 'http://purl.obolibrary.org/obo/NCBITaxon_2697049', 'start_span': 59, 'end_span': 69}, {'text': 'Face', 'sem_type': 'subdivision of head', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0001456', 'start_span': 209, 'end_span': 213}, {'text': 'face', 'sem_type': 'subdivision of head', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0001456', 'start_span': 440, 'end_span': 444}, {'text': 'influenza', 'sem_type': 'respiratory system disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_8469', 'start_span': 476, 'end_span': 485}]",coronavirus
1148,1148,1148,1148,1148,"However, personal protective equipment should continue to be reserved for health care workers until supplies are sufficient for them and abundant. For this reason, right now members of the general public should opt to wear nonmedical fabric face masks when going out in public. The CDC should issue guidelines on the proper design of such nonmedical fabric face masks. Consumers may be able to fashion these masks themselves using available washable materials, or they may become available in the consumer marketplace. Trigger for Moving to Phase II A state can safely proceed to Phase II when it has achieved all the following:

• A sustained reduction in cases for at least 14 days,

• Hospitals in the state are safely able to treat all patients requiring hospitalization without resorting to crisis standards of care,22

• The state is able to test all people with COVID-19 symptoms, and

• The state is able to conduct active monitoring of confirmed cases and their contacts.23
","[{'text': 'face', 'sem_type': 'subdivision of head', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0001456', 'start_span': 241, 'end_span': 245}, {'text': 'face', 'sem_type': 'subdivision of head', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0001456', 'start_span': 357, 'end_span': 361}, {'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 869, 'end_span': 877}]",coronavirus
1149,1149,1149,1149,1149,"Phase II: Reopen, State by State
",[],coronavirus
1150,1150,1150,1150,1150,"In Phase II, the majority of schools, universities, and businesses can reopen. Teleworking should continue where convenient; social gatherings should continue to be limited to fewer than 50 people wherever possible. Other local restrictions should be considered, such as those that limit people from congregating in close proximity.
",[],coronavirus
1151,1151,1151,1151,1151,"High-contact settings such as schools should continue to review and implement physical distancing measures with guidance from the CDC and input from local officials. Health officials should recommend increased social hygiene measures and cleaning of shared surfaces.
",[],coronavirus
1152,1152,1152,1152,1152,"For older adults (those over 60 years old), those with underlying health conditions, and other populations at heightened risk from COVID-19, it should still be recommended that they limit time in the community during Phase II. This recommendation may change if an effective therapeutic becomes available.
","[{'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 131, 'end_span': 139}]",coronavirus
1153,1153,1153,1153,1153,"We need to consider these activities on a coordinated, regional basis through multistate cooperation. While state and local governments maintain sovereignty over issues related to their public-health response, coordination based on regions that cross state boundaries will be crucial. Large states with multiple urban areas and rural regions may implement reopening at a regional level. States that share major metropolitan areas (for example, New York, New Jersey, and Connecticut) should assure that the conditions for reopening these areas are met across the relevant state boundaries.
",[],coronavirus
1154,1154,1154,1154,1154,"Goals

The goals of Phase II are to:
1) Lift strict physical distancing measures in a concerted and careful fashion,
2)Allow the vast majority of businesses and schools to open, and
3)Continue to control SARS-CoV-2 transmission so we do not revert back to Phase I.
","[{'text': 'SARS-CoV-2', 'sem_type': 'Severe acute respiratory syndrome-related coronavirus', 'concept_id': 'http://purl.obolibrary.org/obo/NCBITaxon_2697049', 'start_span': 204, 'end_span': 214}]",coronavirus
1155,1155,1155,1155,1155,"The adoption of these Phase II measures will require a careful balance. We will need to constantly reevaluate the implementation of these measures based on available surveillance data, and we will need to be ready to adjust our approach over time according to the epidemiology of local, national, and global spread. This is especially true as we transition from one phase to the next.
",[],coronavirus
1156,1156,1156,1156,1156,"Thresholds for Action

Trigger to Lift Physical Distancing Measures. Once the criteria for the transition from Phase I to Phase II have been met and we begin to move away from the “slow the spread” period, leaders at the state level should begin an incremental easing of physical distancing measures. This should be done gradually and should be paired with increased surveillance for new cases. State officials should make decisions about the selection and timing of restrictions to lift based on their local contexts. Restrictions should be eased gradually, with sufficient time between each adjustment to carefully monitor for resurgence of transmission.
",[],coronavirus
1157,1157,1157,1157,1157,"Trigger for Returning to Phase I, “Slow the Spread.” As physical distancing is gradually eased, surveillance will be essential for quickly identifying an increase in cases in the state. A state should revert to Phase I and continue “slow the spread” if a substantial number of cases cannot be traced back to known cases, if there is a sustained rise in new cases for five  days, or if hospitals in the state are no longer able to safely treat all patients requiring hospitalization.
",[],coronavirus
1158,1158,1158,1158,1158,"Trigger for Moving to Phase III. Once a vaccine has been developed, has been tested for safety and efficacy, and receives FDA emergency use authorization,24 or there are other therapeutic options that can be used for preventive or treatment indications and that have a measurable impact on disease activity and can help rescue very sick patients, states can move to Phase III.
",[],coronavirus
1159,1159,1159,1159,1159,"Steps Required in Phase II
",[],coronavirus
1160,1160,1160,1160,1160,"Implement Case-Based Interventions. Using the public-health capacities developed in Phase I, every confirmed case should be isolated either at home, in a hospital, or (voluntarily) in a local isolation facility for at least seven days, or according to the latest CDC guidance. People awaiting test results should be advised to quarantine until their results are returned.
",[],coronavirus
1161,1161,1161,1161,1161,"The close contacts of confirmed cases should be traced and placed under home or central quarantine, with active daily monitoring for at least 14 days, or according to the latest CDC guidance. Diagnostic tests should be immediately administered to any close contacts who develop symptoms.
",[],coronavirus
1162,1162,1162,1162,1162,"Begin to Relax Physical Distancing Measures. General physical distancing precautions should still be the norm during Phase II, including teleworking (as much as possible), maintaining hand hygiene and respiratory etiquette, wearing a mask in public, regularly disinfecting high-touch surfaces, and initially limiting social gatherings to fewer than 50 people. These recommendations should be augmented through technological solutions to understand physical distancing behaviors and adjust risk messaging as needed. This should be accomplished through partnerships with the private sector, with careful attention paid to preserving privacy and avoiding coercive means to encourage compliance.
",[],coronavirus
1163,1163,1163,1163,1163,"As children return to school and daycare (i.e., high-contact settings) and people return to high-density workplaces, leaders of these organizations should continue to review and implement physical distancing measures based on guidance from the CDC for schools and businesses.25
",[],coronavirus
1164,1164,1164,1164,1164,"Special Care for Vulnerable Populations. While easing of physical distancing is taking place, highly vulnerable populations,26 such as individuals older than age 60 and those with compromised immune systems or compromised lung and heart function, should continue to engage in physical distancing as much as possible until a vaccine is available, an effective treatment is available, or there is no longer community transmission. Special attention should be paid to long-term-care facilities and nursing homes.27 These facilities will need to maintain high levels of infection prevention and control efforts and limit visitors to prevent outbreaks.
","[{'text': 'lung', 'sem_type': 'respiration organ', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0002048', 'start_span': 222, 'end_span': 226}, {'text': 'heart', 'sem_type': 'mesoderm-derived structure', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0000948', 'start_span': 231, 'end_span': 236}]",coronavirus
1165,1165,1165,1165,1165,"If a treatment or prophylactic, such as a monoclonal antibody,28 becomes available, high-risk and vulnerable populations should be prioritized to receive it, to both protect those individuals and reduce the likelihood of an increase in severe illnesses and additional patient surge in hospital intensive care units (ICUs).
",[],coronavirus
1166,1166,1166,1166,1166,"Accelerate the Development of Therapeutics. Therapeutics play an important role in caring for those who are sick. Accelerating the research, development, production, and distribution of safe and effective therapeutics is a top priority. With effective development strategies and early investments in commercial-scale manufacturing, a successful therapeutic could receive emergency use authorization or approval as early as the summer or fall, if trials demonstrate that it meets either standard.
","[{'text': 'role', 'sem_type': 'chebi', 'concept_id': 'http://purl.obolibrary.org/obo/CHEBI_50906', 'start_span': 75, 'end_span': 79}]",coronavirus
1167,1167,1167,1167,1167,"Therapeutics can serve a number of roles. First, they can serve as a prophylaxis to help prevent infection in those at greatest risk of infection, such as front-line health care workers, or those at risk of bad outcomes, such as individuals with preexisting health conditions and those who are immunocompromised. Such a treatment could include a recombinant antibody that can target the virus surface antigens. As an example, researchers successfully developed such a therapeutic against Ebola. These antibody drugs can also be used to treat early infection or as a postexposure prophylaxis.
",[],coronavirus
1168,1168,1168,1168,1168,"Other therapeutics might include antiviral drugs that target features of how the virus replicates. These drugs can be used to treat people who are critically ill or earlier in the course of disease for those at risk of developing a complication. Antiviral drugs can also be used as postexposure prophylaxis, depending on their safety profile. Postexposure prophylaxis and products that shorten the duration and intensity of viral shedding may affect the effective reproduction number only modestly. In addition, immune-modulating treatments may prove to be helpful in mitigating severe lung complications in some patients. A number of promising drugs are in early and mid-stage development.
","[{'text': 'lung', 'sem_type': 'respiration organ', 'concept_id': 'http://purl.obolibrary.org/obo/UBERON_0002048', 'start_span': 586, 'end_span': 590}]",coronavirus
1169,1169,1169,1169,1169,"At a minimum, the optimal profile for a therapeutic that will affect the risk from future spread is one that meaningfully reduces the risk of death or severe disease and perhaps prevents the onset of symptoms or progression to severe disease in those exposed. Oral administration at the outpatient level would be ideal, but alternative administration requirements (e.g., infusion and jet injections) could also be scaled, with sufficient planning.
",[],coronavirus
1170,1170,1170,1170,1170,"While private industry has already organized a large task force to share information and capabilities to rapidly advance promising therapies, we need a commensurate focus by federal agencies to make sure the best possible resources are brought to this mission. Federal agencies should join organized efforts already underway in the private sector.
",[],coronavirus
1171,1171,1171,1171,1171,"Identify Those Who Are Immune. Serology is a method used to identify evidence of immunity in someone who has recovered from infection. With accurate and widely available serological testing, we can identify people who are immune and therefore no longer vulnerable to infection. While we need to better understand the strength of the immune response in mild cases and how long people remain immune from reinfection, we know there is a period where most people will have sufficient antibodies to offer protection. People who are immune could:

1) Return to work,
2)Serve in high-risk roles such as those at the front lines of the health care system, and
3) Serve in roles that support community functioning for people who are still physically distancing (e.g., the elderly who continue to quarantine at home).
",[],coronavirus
1172,1172,1172,1172,1172,"To use serology in this way, serological assays are needed and should be widely available, accurate, rapid, and low cost. Such assays have already been developed by researchers, but they have not yet been fully validated and are not available at scale.
",[],coronavirus
1173,1173,1173,1173,1173,"A task force comprised of senior leaders from the CDC, the Biomedical Advanced Research and Development Authority, the National Institute of Allergy and Infectious Diseases, the Department of Defense (DOD), the FDA, academia, and key private-sector groups (e.g., serological manufacturing companies) should be tasked to oversee the development, production, distribution, data collection, serological survey designs, and analytics for use of serology at scale.29
",[],coronavirus
1174,1174,1174,1174,1174,"Trigger for Moving to Phase III
",[],coronavirus
1175,1175,1175,1175,1175,"Once a vaccine has been developed, has been tested for safety and efficacy, and receives FDA emergency use authorization,30 states can move to Phase III.
",[],coronavirus
1176,1176,1176,1176,1176,"Phase III: Establish Protection Then Lift All Restrictions
",[],coronavirus
1177,1177,1177,1177,1177,"Once a robust surveillance sentinel system is in place, coupled with widespread point-of-care testing and a robust ability to implement tracing, isolation, and quarantines—and this is supported by the availability of therapeutics that can help mitigate the risk of spread or reduce serious outcomes in those with infections—or alternatively a vaccine has been developed and tested for safety and efficacy, we can enter Phase III. The availability of these technologies (and eventually a safe and effective vaccine) will have economic and social benefits, in addition to health benefits.
",[],coronavirus
1178,1178,1178,1178,1178,"Goals

The goals of safe and effective technologies for controlling transmission are to:
1) Prevent infection;
2)Treat those with early disease to prevent bad outcomes;
3) Provide a prophylaxis for those exposed to infection to prevent them from developing disease or reduce its severity;
4)In the case of a vaccine, build population-level immunity to the virus in order to reduce illness and death and stop or greatly slow spread; and
5) Enable the lifting of all physical distancing measures.
",[],coronavirus
1179,1179,1179,1179,1179,"Thresholds for Action

Trigger to Begin Manufacturing Scale-Up and Vaccine or Therapeutic Prioritization Planning. As soon as a vaccine or therapeutic looks promising in pivotal clinical trials (i.e., it has been shown to be safe and looks like it will also be effective),31 the US government should work with industry to begin planning for mass manufacturing, distribution, and administration. New provisions enacted under the recently passed Coronavirus Aid, Relief, and Economic Security Act allow for large-scale manufacturing of promising therapies, in advance of approval, to help make sure there will be adequate supply available for mass distribution, should a product demonstrate that it is safe and effective and win regulatory approval.
",[],coronavirus
1180,1180,1180,1180,1180,"Trigger for Switch Toward Mass Vaccination. Once availability of a vaccine or therapeutic is able to meet demand, vaccination can expand beyond priority groups. The CDC, state public-health agencies, and vaccine developers should work together to plan for and execute mass vaccination of large populations in the US. This planning can begin before Phase III because preparation can be made regardless of vaccine availability.
",[],coronavirus
1181,1181,1181,1181,1181,"Steps to Take in Phase III
",[],coronavirus
1182,1182,1182,1182,1182,"Vaccine or Therapeutic Production. Once a safe and effective vaccine or therapeutic has been licensed, it will need to be quickly manufactured at scale. The Public Health Emergency Medical Countermeasures enterprise,32 in coordination with pharmaceutical companies and other private-sector stakeholders, should continue to plan for and implement mass production capable of quickly meeting US demand.
","[{'text': 'pharmaceutical', 'sem_type': 'application', 'concept_id': 'http://purl.obolibrary.org/obo/CHEBI_52217', 'start_span': 240, 'end_span': 254}]",coronavirus
1183,1183,1183,1183,1183,"Vaccine or Therapeutic Prioritization—When Supply Is Still Limited. The CDC, the National Institutes of Health, the Office of the Assistant Secretary for Preparedness and Response, the DOD, and other stakeholders should revise prior influenza vaccine prioritization guidance to apply specifically to COVID-19.
","[{'text': 'influenza', 'sem_type': 'respiratory system disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_8469', 'start_span': 233, 'end_span': 242}, {'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 300, 'end_span': 308}]",coronavirus
1184,1184,1184,1184,1184,"33 The new prioritization guidance for the COVID-19 vaccine should identify priority groups for targeted distribution when a safe and effective vaccine starts to become available. The guidance should be transparent and explain the reasoning for priorities, including the populations in which the vaccine was studied, and should be a phased approach that expands to additional priority groups as vaccine availability expands. The guidance should be reflected in COVID-19 payment policies implemented by the Centers for Medicare & Medicaid Services (CMS) and private insurers, with treatment available at no cost to individuals who meet the priority guidance and a mechanism for reimbursement for individuals who are uninsured.
","[{'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 43, 'end_span': 51}, {'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 461, 'end_span': 469}]",coronavirus
1185,1185,1185,1185,1185,"Mass Vaccination or Therapeutic Distribution—When Supply Is Abundant. The CDC should work with state and local health officials, health care providers, CMS and health insurers, and other public-health stakeholders to create a national plan for how mass vaccination will be carried out across the country. This plan should identify who will administer vaccinations, where vaccines will be offered, and how data will be collected on vaccination rates, as well as possible adverse events from the vaccine. Indemnification of vaccine developers and manufacturers should also be considered. Congress could enact legislation to support a process for compensation of any individual who has an adverse event from the vaccine, which requires medical care.
",[],coronavirus
1186,1186,1186,1186,1186,"Global Vaccine Scale-Up and Vaccination. The CDC, the US Agency for International Development, the State Department, and other US stakeholders should continue to work with WHO and other international organizations and national leaders to plan for how the US will assist other countries (particularly low- and middle-income countries) with obtaining vaccine and implementing mass vaccination. Support from the United States and higher-income nations will be critical for controlling the virus globally and saving lives around the world, as well as reducing the impact that future waves of the pandemic may have on the US population. Serological Surveys to Determine Population Immunity. One key input for understanding the population at risk is the fraction of the population who have recovered and are protected against reinfection. If a sufficiently high fraction of the population has become immune either through natural recovery or vaccination, remaining restrictions can be lifted. The CDC should be the lead agency for coordinating ongoing serological surveys.
",[],coronavirus
1187,1187,1187,1187,1187,"Phase IV: Rebuild Our Readiness for the Next Pandemic
",[],coronavirus
1188,1188,1188,1188,1188,"The COVID-19 pandemic has exposed serious gaps in our nation’s pandemic preparedness. COVID-19 will not be the last public-health emergency to threaten American society. We must invest in the scientific, public-health, and medical infrastructure needed to prevent, detect, and respond to the next infectious disease threat.
","[{'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 4, 'end_span': 12}, {'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 86, 'end_span': 94}, {'text': 'infectious disease', 'sem_type': 'disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0050117', 'start_span': 297, 'end_span': 315}]",coronavirus
1189,1189,1189,1189,1189,"Develop Vaccines for Novel Viruses in Months, Not Years. In response to COVID-19 and in preparation for the next previously unidentified health threat (“Disease X”34), the United States should lead the way by setting an ambitious goal of rapidly developing medical countermeasures for novel or unknown threats in months, not years. A dedicated strategy, program, and funding will be needed to create the ability at existing agencies within the US Department of Health and Human Services and DOD to quickly develop flexible platforms and countermeasures for any type of novel pathogen.35 This strategy should include supporting flexible manufacturing capacity to scale up production to a global level in an emergency.
","[{'text': 'Viruses', 'sem_type': 'ncbitaxon', 'concept_id': 'http://purl.obolibrary.org/obo/NCBITaxon_10239', 'start_span': 27, 'end_span': 34}, {'text': 'COVID-19', 'sem_type': 'Coronavirus infectious disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0080600', 'start_span': 72, 'end_span': 80}]",coronavirus
1190,1190,1190,1190,1190,"Modernize and Fortify the Health Care System. We must improve our hospital-bed and ICU capacity to accommodate large surges of patients through public-private partnerships, for example, by enhancing the Hospital Preparedness Program36 and the Public Health Emergency Preparedness Cooperative Agreement37 and emphasizing preparedness in federal health care programs (e.g., the CMS38 and the Department of Veterans Affairs39). We must also expand the supply chain of personal protective equipment and further the development of crisis standards of care. To reduce future burdens on our critical-care systems, we must also support our primary and community care capabilities to identify populations at elevated risk, detect cases early, and manage them at home or in the community more effectively. Health care payers have been implementing payment reforms to support better screening and population health management.
",[],coronavirus
1191,1191,1191,1191,1191,"Emergency supplemental payments to health care providers in the current pandemic and future health care payments should be linked to establishing better surge capacity for severe cases and stronger capabilities to partner with public-health authorities to contain outbreaks and reduce the burden on hospitals. Establish a National Infectious Disease Forecasting Center. Given the important role of infectious disease modeling in supporting public-health decision-making, we should increase our nation’s capacity to use infectious disease modeling40 to support public-health decision-making by establishing a national infectious disease forecasting center. This permanent federal institution would function similarly to the National Weather Service, providing a centralized capability for both producing models and undertaking investigations to improve methods used to advance basic science, data science, and visualization capabilities. It would also provide decision support to public-health agencies based on modeling and analytic results.
","[{'text': 'Infectious Disease', 'sem_type': 'disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0050117', 'start_span': 331, 'end_span': 349}, {'text': 'role', 'sem_type': 'chebi', 'concept_id': 'http://purl.obolibrary.org/obo/CHEBI_50906', 'start_span': 390, 'end_span': 394}, {'text': 'infectious disease', 'sem_type': 'disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0050117', 'start_span': 398, 'end_span': 416}, {'text': 'infectious disease', 'sem_type': 'disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0050117', 'start_span': 519, 'end_span': 537}, {'text': 'infectious disease', 'sem_type': 'disease', 'concept_id': 'http://purl.obolibrary.org/obo/DOID_0050117', 'start_span': 617, 'end_span': 635}]",coronavirus
1192,1192,1192,1192,1192,"Governance. We need to move away from a decentralized system that promotes unequal implementation of preparedness measures across the nation and toward a more coordinated execution of response. We should develop clear and effective plans for the implementation of public-health measures such as quarantine and the unification of actions made by state and local health departments. Outbreaks are matters of regional—and more typically national— concern. Preparedness for public-health emergencies should be elevated as a function in the White House, with a coordinating function analogous to the director of national intelligence. 
",[],coronavirus
1193,1193,1193,1193,1193,"Acknowledgments
The authors are grateful for policy input and review of the document by Anita Cicero, JD; Thomas Inglesby, MD; Eric Toner, MD; Elena Martin, MPH; Dylan George, PhD; Jason Asher, PhD; and Trevor Bedford, PhD.
",[],coronavirus
1194,1194,1194,1194,1194,"About the Authors
Scott Gottlieb is a resident fellow at the American Enterprise Institute and was the Food and Drug Administration commissioner from 2017 to 2019. He serves on the boards of Pfizer Inc. and Illumina.

Mark McClellan, who directs the Duke-Margolis Center for Health Policy, was commissioner of the Food and Drug Administration from 2002 to 2004. He is an independent board member at Alignment Health Care, Cigna, Johnson & Johnson, and Seer. He is a co-chair of the Health Care Payment Learning and Action Network and receives advisory fees from Arsenal Capital, CRG, and Mitre.

Lauren Silvis is a senior vice president at Tempus Inc. and was previously the deputy director of the Food and Drug Administration’s medical device center and the agency’s chief of staff from 2017 to 2019.

Caitlin Rivers is an epidemiologist and assistant professor at the Johns Hopkins Center for Health Security.

Crystal Watson is a health security expert and assistant professor at the Johns Hopkins Center for Health Security.
","[{'text': 'Drug', 'sem_type': 'pharmaceutical', 'concept_id': 'http://purl.obolibrary.org/obo/CHEBI_23888', 'start_span': 112, 'end_span': 116}, {'text': 'Drug', 'sem_type': 'pharmaceutical', 'concept_id': 'http://purl.obolibrary.org/obo/CHEBI_23888', 'start_span': 323, 'end_span': 327}, {'text': 'Drug', 'sem_type': 'pharmaceutical', 'concept_id': 'http://purl.obolibrary.org/obo/CHEBI_23888', 'start_span': 707, 'end_span': 711}]",coronavirus
